JOBNAME,CHANGED_JOBNAME,insert_job,box_name,condition
mamsearch_d_prod_company_oracle_init_job,mamsearch_d_prod_company_oracle_init_job,mamsearch_d_prod_company_oracle_init_job : dmz_mamsearch_d_prod_company_oracle_init_job,,
mamsearch_d_prod_company_oracle_init_job,mamsearch_d_prod_company_dih_init_job,,,s(mamsearch_d_prod_company_oracle_init_job) : dmz_mamsearch_d_prod_company_oracle_init_job
mamsearch_d_prod_company_dih_init_job,mamsearch_d_prod_company_dih_init_job,mamsearch_d_prod_company_dih_init_job : dmz_mamsearch_d_prod_company_dih_init_job,,
mamsearch_d_prod_market-master_box_delta,mamsearch_d_prod_market-master_box_delta,mamsearch_d_prod_market-master_box_delta : dmz_mamsearch_d_prod_market-master_box_delta,,
mamsearch_d_prod_market-master_box_delta,mamsearch_d_prod_market-group_batch_job_dih_delta,,mamsearch_d_prod_market-master_box_delta : dmz_mamsearch_d_prod_market-master_box_delta,
mamsearch_d_prod_market-master_box_delta,mamsearch_d_prod_market-group_oracle_job_c_delta,,mamsearch_d_prod_market-master_box_delta : dmz_mamsearch_d_prod_market-master_box_delta,
mamsearch_d_prod_market-master_box_delta,mamsearch_d_prod_market-master_batch_job_dih_delta,,mamsearch_d_prod_market-master_box_delta : dmz_mamsearch_d_prod_market-master_box_delta,
mamsearch_d_prod_market-master_box_delta,mamsearch_d_prod_market-master_oracle_job_c_delta,,mamsearch_d_prod_market-master_box_delta : dmz_mamsearch_d_prod_market-master_box_delta,
mamsearch_d_prod_market-group_batch_job_dih_delta,mamsearch_d_prod_market-group_batch_job_dih_delta,mamsearch_d_prod_market-group_batch_job_dih_delta : dmz_mamsearch_d_prod_market-group_batch_job_dih_delta,,
mamsearch_d_prod_market-group_oracle_job_c_delta,mamsearch_d_prod_market-group_oracle_job_c_delta,mamsearch_d_prod_market-group_oracle_job_c_delta : dmz_mamsearch_d_prod_market-group_oracle_job_c_delta,,
mamsearch_d_prod_market-group_oracle_job_c_delta,mamsearch_d_prod_market-master_batch_job_dih_delta,,,s(mamsearch_d_prod_market-group_oracle_job_c_delta) : dmz_mamsearch_d_prod_market-group_oracle_job_c_delta
mamsearch_d_prod_market-master_batch_job_dih_delta,dmz_mamsearch_d_prod_market-group_batch_job_dih_delta,,,s(mamsearch_d_prod_market-master_batch_job_dih_delta) : dmz_mamsearch_d_prod_market-master_batch_job_dih_delta
mamsearch_d_prod_market-master_batch_job_dih_delta,mamsearch_d_prod_market-master_batch_job_dih_delta,mamsearch_d_prod_market-master_batch_job_dih_delta : dmz_mamsearch_d_prod_market-master_batch_job_dih_delta,,
mamsearch_d_prod_market-master_oracle_job_c_delta,dmz_mamsearch_d_prod_market-group_oracle_job_c_delta,,,s(mamsearch_d_prod_market-master_oracle_job_c_delta) : dmz_mamsearch_d_prod_market-master_oracle_job_c_delta
mamsearch_d_prod_market-master_oracle_job_c_delta,mamsearch_d_prod_market-master_oracle_job_c_delta,mamsearch_d_prod_market-master_oracle_job_c_delta : dmz_mamsearch_d_prod_market-master_oracle_job_c_delta,,
mamsearch_d_prod_account_dih_delta_job,mamsearch_d_prod_account_dih_delta_job,mamsearch_d_prod_account_dih_delta_job : dmz_mamsearch_d_prod_account_dih_delta_job,,
mamsearch_d_prod_account_oracle_delta_job,dmz_mamsearch_d_prod_account_dih_delta_job,,,s(mamsearch_d_prod_account_oracle_delta_job) : dmz_mamsearch_d_prod_account_oracle_delta_job
mamsearch_d_prod_account_oracle_delta_job,mamsearch_d_prod_account_oracle_delta_job,mamsearch_d_prod_account_oracle_delta_job : dmz_mamsearch_d_prod_account_oracle_delta_job,,
mamsearch_d_prod_company_dih_delta_job,mamsearch_d_prod_company_dih_delta_job,mamsearch_d_prod_company_dih_delta_job : dmz_mamsearch_d_prod_company_dih_delta_job,,
mamsearch_d_prod_company_oracle_delta_job,dmz_mamsearch_d_prod_company_dih_delta_job,,,s(mamsearch_d_prod_company_oracle_delta_job) : dmz_mamsearch_d_prod_company_oracle_delta_job
mamsearch_d_prod_company_oracle_delta_job,mamsearch_d_prod_company_oracle_delta_job,mamsearch_d_prod_company_oracle_delta_job : dmz_mamsearch_d_prod_company_oracle_delta_job,,
mamsearch_d_prod_market-financial-data_dih_init_job,mamsearch_d_prod_market-financial-data_dih_init_job,mamsearch_d_prod_market-financial-data_dih_init_job : dmz_mamsearch_d_prod_market-financial-data_dih_init_job,,
mamsearch_d_prod_market-financial-data_oracle_init_job,dmz_mamsearch_d_prod_market-financial-data_dih_init_job,,,s(mamsearch_d_prod_market-financial-data_oracle_init_job) : dmz_mamsearch_d_prod_market-financial-data_oracle_init_job
mamsearch_d_prod_market-financial-data_oracle_init_job,mamsearch_d_prod_market-financial-data_oracle_init_job,mamsearch_d_prod_market-financial-data_oracle_init_job : dmz_mamsearch_d_prod_market-financial-data_oracle_init_job,,
mamsearch_d_prod_market-group_dih_init_job,mamsearch_d_prod_market-group_dih_init_job,mamsearch_d_prod_market-group_dih_init_job : dmz_mamsearch_d_prod_market-group_dih_init_job,,
mamsearch_d_prod_market-group_oracle_init_job,dmz_mamsearch_d_prod_market-group_dih_init_job,,,s(mamsearch_d_prod_market-group_oracle_init_job) : dmz_mamsearch_d_prod_market-group_oracle_init_job
mamsearch_d_prod_market-group_oracle_init_job,mamsearch_d_prod_market-group_oracle_init_job,mamsearch_d_prod_market-group_oracle_init_job : dmz_mamsearch_d_prod_market-group_oracle_init_job,,
mamsearch_d_prod_market-rating_dih_init_job,mamsearch_d_prod_market-rating_dih_init_job,mamsearch_d_prod_market-rating_dih_init_job : dmz_mamsearch_d_prod_market-rating_dih_init_job,,
mamsearch_d_prod_market-rating_oracle_init_job,dmz_mamsearch_d_prod_market-rating_dih_init_job,,,s(mamsearch_d_prod_market-rating_oracle_init_job) : dmz_mamsearch_d_prod_market-rating_oracle_init_job
mamsearch_d_prod_market-rating_oracle_init_job,mamsearch_d_prod_market-rating_oracle_init_job,mamsearch_d_prod_market-rating_oracle_init_job : dmz_mamsearch_d_prod_market-rating_oracle_init_job,,
mamsearch_d_prod_sepr_dih_delta_job,mamsearch_d_prod_sepr_dih_delta_job,mamsearch_d_prod_sepr_dih_delta_job : dmz_mamsearch_d_prod_sepr_dih_delta_job,,
mamsearch_d_prod_sepr_dih_delta_job,mamsearch_d_prod_sepr_dih_init_job,,,s(mamsearch_d_prod_sepr_oracle_init_job) & n(mamsearch_d_prod_sepr_dih_delta_job) : dmz_mamsearch_d_prod_sepr_dih_delta_job
mamsearch_d_prod_sepr_oracle_delta_job,dmz_mamsearch_d_prod_sepr_dih_delta_job,,,s(mamsearch_d_prod_sepr_oracle_delta_job) & n(mamsearch_d_prod_sepr_dih_init_job) : dmz_mamsearch_d_prod_sepr_oracle_delta_job
mamsearch_d_prod_sepr_oracle_delta_job,mamsearch_d_prod_sepr_oracle_delta_job,mamsearch_d_prod_sepr_oracle_delta_job : dmz_mamsearch_d_prod_sepr_oracle_delta_job,,
mamsearch_d_prod_sepr_dih_init_job,dmz_mamsearch_d_prod_sepr_dih_delta_job,,,s(dmz_mamsearch_d_prod_sepr_oracle_delta_job) & n(mamsearch_d_prod_sepr_dih_init_job) : dmz_mamsearch_d_prod_sepr_dih_init_job
mamsearch_d_prod_sepr_dih_init_job,mamsearch_d_prod_sepr_dih_init_job,mamsearch_d_prod_sepr_dih_init_job : dmz_mamsearch_d_prod_sepr_dih_init_job,,
mamsearch_d_prod_sepr_oracle_init_job,dmz_mamsearch_d_prod_sepr_dih_init_job,,,s(mamsearch_d_prod_sepr_oracle_init_job) & n(dmz_mamsearch_d_prod_sepr_dih_delta_job) : dmz_mamsearch_d_prod_sepr_oracle_init_job
mamsearch_d_prod_sepr_oracle_init_job,mamsearch_d_prod_sepr_oracle_init_job,mamsearch_d_prod_sepr_oracle_init_job : dmz_mamsearch_d_prod_sepr_oracle_init_job,,
