S.no,Wave,Job_name,Job_type,Box_name,Application,Application Owner,,,,
714762,Wave8,pacc_elk_autosys_set_OFFHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B67,No,No,No
714763,Wave8,pacc_elk_autosys_set_ONHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B68,No,No,No
714764,Wave8,pacc_kms_r_autosys_set_ONHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B69,No,No,No
714765,Wave8,pacc_kms_r_autosys_set_OFFHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B70,No,No,No
714766,Wave8,pacc_kmsa_r_autosys_set_OFFHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B71,No,No,No
714767,Wave8,pacc_kmsa_r_autosys_set_ONHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B72,No,No,No
714768,Wave8,pacc_dcops_r_autosys_set_OFFHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B73,No,No,No
714769,Wave8,pacc_dcops_r_autosys_set_ONHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B74,No,No,No
714770,Wave8,pacc_r_autosys_set_stuffa,CMD,,pacc,MGTI GL RlseMgt-Support,B75,No,No,No
714771,Wave8,pacc_d_elk_mmbkp_history,CMD,,pacc,MGTI GL RlseMgt-Support,B76,No,No,No
714772,Wave8,pacc_elk_r_autosys_DR_ONICE,CMD,,pacc,MGTI GL RlseMgt-Support,B77,No,No,No
714773,Wave8,pacc_elk_r_autosys_DR_OFF_ICE,CMD,,pacc,MGTI GL RlseMgt-Support,B78,No,No,No
714774,Wave8,pacc_r_bpm_autosys_set_OFF_ICE,CMD,,pacc,MGTI GL RlseMgt-Support,B79,No,No,No
714775,Wave8,pacc_r_bpm_autosys_set_ONICE,CMD,,pacc,MGTI GL RlseMgt-Support,B80,No,No,No
714776,Wave8,pacc_r_autosys_hyperion_ONHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B81,No,No,No
714777,Wave8,pacc_r_autosy_hyperion_OFFHOLD,CMD,,pacc,MGTI GL RlseMgt-Support,B82,No,No,No
714778,Wave8,pacc_tst_autsys_gbbed21as52,CMD,,pacc,MGTI GL RlseMgt-Support,B83,No,No,No
714779,Wave8,pacc_r_autosysjobs_mthly_count,CMD,,pacc,MGTI GL RlseMgt-Support,B84,No,No,No
714780,Wave8,pacc_r_autosysjobs_mthly_OPCO,CMD,,pacc,MGTI GL RlseMgt-Support,B85,No,No,No
714781,Wave8,mewb_r_box_sosbl_app_cycle_2,BOX,,mewb,MMC GL ATO AES support,B86,No,No,No
714782,Wave1,pacc_r_autosys_maccs_ONICE,CMD,,pacc,MGTI GL RlseMgt-Support,B87,No,No,No
714783,Wave1,pacc_r_autosys_maccs_OFF_ICE,CMD,,pacc,MGTI GL RlseMgt-Support,B88,No,No,No
714784,Wave1,pacc_d_elk_testing,CMD,,pacc,MGTI GL RlseMgt-Support,B89,No,No,No
714785,Wave1,mecms_d_prod_local_box,BOX,,mecms, #Mercer Sitecore Dev Team,B90,No,No,No
714786,Wave1,mecms_d_prod_local_backup,CMD,mecms_d_prod_local_box,mecms, #Mercer Sitecore Dev Team,B90,No,No,No
714787,Wave1,mecms_w_prod_local_box,BOX,,mecms, #Mercer Sitecore Dev Team,B91,No,No,No
714788,Wave1,mecms_w_prod_local_backup,CMD,mecms_w_prod_local_box,mecms, #Mercer Sitecore Dev Team,B91,No,No,No
714789,Wave1,mecms_m_prod_local_box,BOX,,mecms, #Mercer Sitecore Dev Team,B92,No,No,No
714790,Wave1,mecms_m_prod_local_backup,CMD,mecms_m_prod_local_box,mecms, #Mercer Sitecore Dev Team,B92,No,No,No
714791,Wave1,pacc_r_autosys_elkset_INACTIVE,CMD,,pacc,MGTI GL RlseMgt-Support,B93,No,No,No
714792,Wave1,pacc_elk_r_mecmi_as192_ONICE,CMD,,pacc,MGTI GL RlseMgt-Support,B94,No,No,No
714793,Wave1,pacc_elk_r_mecmi_as192_OFF_ICE,CMD,,pacc,MGTI GL RlseMgt-Support,B95,No,No,No
714794,Wave1,pacc_elk_r_mecmi_old_OFF_ICE,CMD,,pacc,MGTI GL RlseMgt-Support,B96,No,No,No
714795,Wave1,pacc_elk_r_mecmi_old_ONICE,CMD,,pacc,MGTI GL RlseMgt-Support,B97,No,No,No
714796,Wave1,pacc_elk_EV_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B98,No,No,No
714797,Wave1,pacc_elk_EV_bkup_status_email2,CMD,,pacc,MGTI GL RlseMgt-Support,B99,No,No,No
714798,Wave5,pacc_elk_EV_bkup_status_email3,CMD,,pacc,MGTI GL RlseMgt-Support,B100,No,No,No
714799,Wave5,pacc_elk_EV_bkup_status_email1,CMD,,pacc,MGTI GL RlseMgt-Support,B101,No,No,No
714800,Wave5,pacc_w_EV_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B102,No,No,No
714801,Wave5,pacc_w_sun_EV_bkp_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B103,No,No,No
714802,Wave5,pacc_m_EV_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B104,No,No,No
714803,Wave5,pacc_d_EV_bkup_status_email1,CMD,,pacc,MGTI GL RlseMgt-Support,B105,No,No,No
714804,Wave5,mestor_elk_hyper_prod_sym_chk,CMD,,mestor,MGTI GL DataCtr Storage Spt,B106,No,No,No
714805,Wave5,pacc_r_autosys_set_stuff2b,CMD,,pacc,MGTI GL RlseMgt-Support,B107,No,No,No
714806,Wave5,mamims_d_mims_pcf_job,CMD,,mamims,MA US Velocity MIMS,B108,No,No,No
714807,Wave5,mefin_mmctest_prod_box,BOX,,mefin,MMC GL ATO AES support,B109,No,No,No
714808,Wave5,mestor_mmctest_prod_sym_chk,CMD,mefin_mmctest_prod_box,mestor,MGTI GL DataCtr Storage Spt,B109,No,No,No
714809,Wave5,mestor_mmctest_prod_rec_clone,CMD,mefin_mmctest_prod_box,mestor,MGTI GL DataCtr Storage Spt,B109,No,No,No
714810,Wave5,mestor_mmctest_prod_act_clone,CMD,mefin_mmctest_prod_box,mestor,MGTI GL DataCtr Storage Spt,B109,No,No,No
714811,Wave5,mestor_mmctest_prod_mon_symclone,CMD,mefin_mmctest_prod_box,mestor,MGTI GL DataCtr Storage Spt,B109,No,No,No
714812,Wave5,mestor_mmctest_prod_start_srdf,CMD,mefin_mmctest_prod_box,mestor,MGTI GL DataCtr Storage Spt,B109,No,No,No
714813,Wave5,mestor_mmctest_prod_split_srdf,CMD,mefin_mmctest_prod_box,mestor,MGTI GL DataCtr Storage Spt,B109,No,No,No
714814,Wave5,mestor_mmctest_prod_rec_r2_clone,CMD,mefin_mmctest_prod_box,mestor,MGTI GL DataCtr Storage Spt,B109,No,No,No
714815,Wave5,mestor_mmctest_prod_act_r2_clone,CMD,mefin_mmctest_prod_box,mestor,MGTI GL DataCtr Storage Spt,B109,No,No,No
714816,Wave5,pacc_r_autosys_set_stuff3b,CMD,,pacc,MGTI GL RlseMgt-Support,B110,No,No,No
714817,Wave5,pacc_elk_exchange_bkup_status_email1,CMD,,pacc,MGTI GL RlseMgt-Support,B111,No,No,No
714818,Wave5,mefin_d_hyper_chk_prod_box,BOX,,mefin,MMC GL ATO AES support,B112,No,No,No
714819,Wave5,mestor_d_hyper_chk_prod_sym_chk,CMD,mefin_d_hyper_chk_prod_box,mestor,MGTI GL DataCtr Storage Spt,B112,No,No,No
714820,Wave5,mestor_d_hyper_chk_prod_split_srdf,CMD,mefin_d_hyper_chk_prod_box,mestor,MGTI GL DataCtr Storage Spt,B112,No,No,No
714821,Wave5,mestor_d_hyper_chk_prod_sym_chk_II,CMD,mefin_d_hyper_chk_prod_box,mestor,MGTI GL DataCtr Storage Spt,B112,No,No,No
714822,Wave5,mestor_w_mmchyper_prod_split_srdf_reset,CMD,,mestor,MGTI GL DataCtr Storage Spt,B113,No,No,No
714823,Wave5,pacc_dfw_exchange_bkup_status_email1,CMD,,pacc,MGTI GL RlseMgt-Support,B114,No,No,No
714824,Wave5,pacc_fkl_exchange_bkup_status_email1,CMD,,pacc,MGTI GL RlseMgt-Support,B115,No,No,No
714825,Wave5,mamdocs_d_orabkup_box,BOX,,mamdocs,MGTI GL DataCtr Storage Spt,B116,No,No,No
714826,Wave5,mmstor_d_mdocs_prod_create_snapshots,CMD,mamdocs_d_orabkup_box,mmstor,MGTI GL DataCtr Storage Spt,B116,No,No,No
714827,Wave5,mmbkp_d_mdoc_prod_bkup_oraadmin01,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714828,Wave5,mmbkp_d_mdoc_prod_bkup_oraarch01,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714829,Wave5,mmbkp_d_mdoc_prod_bkup_oractl01,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714830,Wave5,mmbkp_d_mdoc_prod_bkup_oradata01,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714831,Wave5,mmbkp_d_mdoc_prod_bkup_oradata02,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714832,Wave5,mmbkp_d_mdoc_prod_bkup_oradata03,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714833,Wave5,mmbkp_d_mdoc_prod_bkup_oradata04,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714834,Wave5,mmbkp_d_mdoc_prod_bkup_oradata05,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714835,Wave5,mmbkp_d_mdoc_prod_bkup_oradata06,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714836,Wave5,mmbkp_d_mdoc_prod_bkup_oradata07,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714837,Wave5,mmbkp_d_mdoc_prod_bkup_oradata08,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714838,Wave5,mmbkp_d_mdoc_prod_bkup_oradata09,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714839,Wave5,mmbkp_d_mdoc_prod_bkup_oradata10,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714840,Wave5,mmbkp_d_mdocap_prod_bkup_oraarch01,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714841,Wave5,mmbkp_d_mdocap_prod_bkup_oractl01,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714842,Wave5,mmbkp_d_mdocap_prod_bkup_oradata01,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714843,Wave5,mmbkp_d_mdocap_prod_bkup_oradata02,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714844,Wave5,mmbkp_d_dfw10_mdocs_prod_bkup_oradata13,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714845,Wave5,mmbkp_d_dfw10_mdocs_prod_bkup_oradata12,CMD,mamdocs_d_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B116,No,No,No
714846,Wave5,mamdocs_w_orabkup_box,BOX,,mamdocs,MGTI GL DataCtr Storage Spt,B117,No,No,No
714847,Wave5,mmstor_w_mdocs_prod_create_snapshots,CMD,mamdocs_w_orabkup_box,mmstor,MGTI GL DataCtr Storage Spt,B117,No,No,No
714848,Wave5,mmbkp_w_mdoc_prod_bkup_oraadmin01,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714849,Wave5,mmbkp_w_mdoc_prod_bkup_oraarch01,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714850,Wave5,mmbkp_w_mdoc_prod_bkup_oractl01,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714851,Wave5,mmbkp_w_mdoc_prod_bkup_oradata01,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714852,Wave5,mmbkp_w_mdoc_prod_bkup_oradata02,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714853,Wave5,mmbkp_w_mdoc_prod_bkup_oradata03,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714854,Wave5,mmbkp_w_mdoc_prod_bkup_oradata04,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714855,Wave5,mmbkp_w_mdoc_prod_bkup_oradata05,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714856,Wave5,mmbkp_w_mdoc_prod_bkup_oradata06,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714857,Wave5,mmbkp_w_mdoc_prod_bkup_oradata07,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714858,Wave5,mmbkp_w_mdoc_prod_bkup_oradata08,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714859,Wave5,mmbkp_w_mdoc_prod_bkup_oradata09,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714860,Wave5,mmbkp_w_mdoc_prod_bkup_oradata10,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714861,Wave5,mmbkp_w_mdocap_prod_bkup_oraarch01,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714862,Wave5,mmbkp_w_mdocap_prod_bkup_oractl01,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714863,Wave5,mmbkp_w_mdocap_prod_bkup_oradata01,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714864,Wave5,mmbkp_w_mdocap_prod_bkup_oradata02,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714865,Wave5,mmbkp_w_dfw10_mdocs_prod_bkup_oradata13,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714866,Wave5,mmbkp_w_dfw10_mdocs_prod_bkup_oradata12,CMD,mamdocs_w_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B117,No,No,No
714867,Wave5,mamdocs_m_orabkup_box,BOX,,mamdocs,MGTI GL DataCtr Storage Spt,B118,No,No,No
714868,Wave5,mmstor_m_mdocs_prod_create_snapshots,CMD,mamdocs_m_orabkup_box,mmstor,MGTI GL DataCtr Storage Spt,B118,No,No,No
714869,Wave5,mmbkp_m_mdoc_prod_bkup_oraadmin01,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714870,Wave5,mmbkp_m_mdoc_prod_bkup_oraarch01,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714871,Wave5,mmbkp_m_mdoc_prod_bkup_oractl01,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714872,Wave5,mmbkp_m_mdoc_prod_bkup_oradata01,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714873,Wave5,mmbkp_m_mdoc_prod_bkup_oradata02,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714874,Wave5,mmbkp_m_mdoc_prod_bkup_oradata03,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714875,Wave5,mmbkp_m_mdoc_prod_bkup_oradata04,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714876,Wave5,mmbkp_m_mdoc_prod_bkup_oradata05,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714877,Wave5,mmbkp_m_mdoc_prod_bkup_oradata06,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714878,Wave5,mmbkp_m_mdoc_prod_bkup_oradata07,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714879,Wave5,mmbkp_m_mdoc_prod_bkup_oradata08,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714880,Wave5,mmbkp_m_mdoc_prod_bkup_oradata09,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714881,Wave5,mmbkp_m_mdoc_prod_bkup_oradata10,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714882,Wave5,mmbkp_m_mdocap_prod_bkup_oraarch01,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714883,Wave5,mmbkp_m_mdocap_prod_bkup_oractl01,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714884,Wave5,mmbkp_m_mdocap_prod_bkup_oradata01,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714885,Wave5,mmbkp_m_mdocap_prod_bkup_oradata02,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714886,Wave5,mmbkp_m_dfw10_mdocs_prod_bkup_oradata13,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714887,Wave5,mmbkp_m_dfw10_mdocs_prod_bkup_oradata12,CMD,mamdocs_m_orabkup_box,mmbkp,MGTI GL Backup Prod Support,B118,No,No,No
714888,Wave5,pacc_w_mideas_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B119,No,No,No
714889,Wave5,pacc_d_hyper_prod_box_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B120,No,No,No
714890,Wave5,pacc_m_mideas_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B121,No,No,No
714891,Wave5,pacc_d_mdocs_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B122,No,No,No
714892,Wave5,pacc_m_mdocs_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B123,No,No,No
714893,Wave5,pacc_w_mdocs_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B124,No,No,No
714894,Wave5,mmmsg_r_ev_fkl_nasa_box,BOX,,mmmsg,MGTI GL Backup Implement,B125,No,No,No
714895,Wave5,mmmsg_r_ev_fkl_nasa_ro_box,BOX,mmmsg_r_ev_fkl_nasa_box,mmmsg,MGTI GL Backup Implement,B125,No,No,No
714896,Wave5,mmbkp_r_ev_fkl_nasa_backup_box,BOX,mmmsg_r_ev_fkl_nasa_box,mmbkp,MGTI GL Backup Prod Support,B125,No,No,No
714897,Wave5,mmbkp_r_ev_nasa_fkl_fingerprint,CMD,mmbkp_r_ev_fkl_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B125,No,No,No
714898,Wave5,mmbkp_r_ev_nasa_fkl_audit,CMD,mmbkp_r_ev_fkl_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B125,No,No,No
714899,Wave5,mmbkp_r_ev_nasa_fkl_index1,CMD,mmbkp_r_ev_fkl_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B125,No,No,No
714900,Wave5,mmbkp_r_ev_nasa_fkl_index2,CMD,mmbkp_r_ev_fkl_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B125,No,No,No
714901,Wave5,mmbkp_r_ev_nasa_fkl_index3,CMD,mmbkp_r_ev_fkl_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B125,No,No,No
714902,Wave5,mmbkp_r_ev_nasa_fkl_vault1,CMD,mmbkp_r_ev_fkl_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B125,No,No,No
714903,Wave5,mmbkp_r_ev_nasa_fkl_dir_mon,CMD,mmbkp_r_ev_fkl_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B125,No,No,No
714904,Wave5,mmmsg_r_ev_dfw_nasa_box,BOX,,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714905,Wave5,mmmsg_r_ev_dfw_nasa_ro_box,BOX,mmmsg_r_ev_dfw_nasa_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714906,Wave5,mmbkp_r_ev_dfw_nasa_backup_box,BOX,mmmsg_r_ev_dfw_nasa_box,mmbkp,MGTI GL Backup Prod Support,B126,No,No,No
714907,Wave5,mmmsg_r_ev_dfw_nasa_start_box,BOX,mmmsg_r_ev_dfw_nasa_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714908,Wave5,mmmsg_r_ev_nasa_dfw_stop_index1a,CMD,mmmsg_r_ev_dfw_nasa_ro_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714909,Wave5,mmmsg_r_ev_nasa_dfw_stop_index1b,CMD,mmmsg_r_ev_dfw_nasa_ro_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714910,Wave5,mmmsg_r_ev_nasa_dfw_stop_index2a,CMD,mmmsg_r_ev_dfw_nasa_ro_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714911,Wave5,mmmsg_r_ev_nasa_dfw_stop_index2b,CMD,mmmsg_r_ev_dfw_nasa_ro_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714912,Wave5,mmmsg_r_ev_nasa_dfw_stop_index3a,CMD,mmmsg_r_ev_dfw_nasa_ro_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714913,Wave5,mmmsg_r_ev_nasa_dfw_stop_index3b,CMD,mmmsg_r_ev_dfw_nasa_ro_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714914,Wave5,mmmsg_r_ev_nasa_dfw_stop_indexja,CMD,mmmsg_r_ev_dfw_nasa_ro_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714915,Wave5,mmmsg_r_ev_nasa_dfw_stop_indexjb,CMD,mmmsg_r_ev_dfw_nasa_ro_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714916,Wave5,mmbkp_r_ev_nasa_dfw_fingerprint,CMD,mmbkp_r_ev_dfw_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B126,No,No,No
714917,Wave5,mmbkp_r_ev_nasa_dfw_index1,CMD,mmbkp_r_ev_dfw_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B126,No,No,No
714918,Wave5,mmbkp_r_ev_nasa_dfw_index2,CMD,mmbkp_r_ev_dfw_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B126,No,No,No
714919,Wave5,mmbkp_r_ev_nasa_dfw_index3,CMD,mmbkp_r_ev_dfw_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B126,No,No,No
714920,Wave5,mmbkp_r_ev_nasa_dfw_vault,CMD,mmbkp_r_ev_dfw_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B126,No,No,No
714921,Wave5,mmbkp_r_ev_nasa_dfw_compaccel,CMD,mmbkp_r_ev_dfw_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B126,No,No,No
714922,Wave5,mmbkp_r_ev_nasa_dfw_indexj,CMD,mmbkp_r_ev_dfw_nasa_backup_box,mmbkp,MGTI GL Backup Prod Support,B126,No,No,No
714923,Wave5,mmmsg_r_ev_nasa_dfw_start_index1a,CMD,mmmsg_r_ev_dfw_nasa_start_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714924,Wave5,mmmsg_r_ev_nasa_dfw_start_index1b,CMD,mmmsg_r_ev_dfw_nasa_start_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714925,Wave5,mmmsg_r_ev_nasa_dfw_start_index2a,CMD,mmmsg_r_ev_dfw_nasa_start_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714926,Wave5,mmmsg_r_ev_nasa_dfw_start_index2b,CMD,mmmsg_r_ev_dfw_nasa_start_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714927,Wave5,mmmsg_r_ev_nasa_dfw_start_index3a,CMD,mmmsg_r_ev_dfw_nasa_start_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714928,Wave5,mmmsg_r_ev_nasa_dfw_start_index3b,CMD,mmmsg_r_ev_dfw_nasa_start_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714929,Wave5,mmmsg_r_ev_nasa_dfw_start_indexja,CMD,mmmsg_r_ev_dfw_nasa_start_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714930,Wave5,mmmsg_r_ev_nasa_dfw_start_indexjb,CMD,mmmsg_r_ev_dfw_nasa_start_box,mmmsg,MGTI GL Backup Implement,B126,No,No,No
714931,Wave5,pacc_w_hyper_prod_box_email,CMD,,pacc,MGTI GL RlseMgt-Support,B127,No,No,No
714932,Wave5,pacc_w_mmchyper_prod_box_email,CMD,,pacc,MGTI GL RlseMgt-Support,B128,No,No,No
714933,Wave5,pacc_d_mmchyper_prod_box_email,CMD,,pacc,MGTI GL RlseMgt-Support,B129,No,No,No
714934,Wave5,pacc_r_bpm_cordys_autosys_set_OFF_ICE,CMD,,pacc,MGTI GL RlseMgt-Support,B130,No,No,No
714935,Wave5,pacc_w_mcishistory_bksta_email,CMD,,pacc,MGTI GL RlseMgt-Support,B131,No,No,No
714936,Wave5,mmuxbau_d_hoefer_prod_box,BOX,,mmuxbau,MGTI GL UNIXLinux SvrOps,B132,No,No,No
714937,Wave5,mmuxbau_hoefer_d_prod_ablage_dump,CMD,mmuxbau_d_hoefer_prod_box,mmuxbau,MGTI GL UNIXLinux SvrOps,B132,No,No,No
714938,Wave5,ptic_d_spectrum_pdc_sun2100,CMD,,ptic,MGTI GL Backup Implement,B133,No,No,No
714939,Wave5,ptic_m_spectrum_pdc_wed1600,CMD,,ptic,MGTI GL Backup Implement,B134,No,No,No
714940,Wave5,pacc_w_OWG_bkup_status_email,CMD,,pacc,MGTI GL RlseMgt-Support,B135,No,No,No
714941,Wave5,mamims_ccc_data_extract_job,CMD,,mamims,MA US Velocity MIMS,B136,No,No,No
714942,Wave5,mewb_r_box_MRMS_PRD_OHS_cycle_21ws46,BOX,,mewb,MMC GL ATO AES support,B137,No,No,No
714943,Wave5,mewb_r_box_MRMS_PRD_OHS_cycle_21ws48,BOX,,mewb,MMC GL ATO AES support,B138,No,No,No
714944,Wave5,mmmsg_w_meev_nasa_box,BOX,,mmmsg,MGTI GL Backup Implement,B139,No,No,No
714945,Wave5,mmmsg_w_meev_nasa_ro_box,BOX,mmmsg_w_meev_nasa_box,mmmsg,MGTI GL Backup Implement,B139,No,No,No
714946,Wave5,mmbkp_w_meev_nasa_backup_box,BOX,mmmsg_w_meev_nasa_box,mmbkp,MGTI GL Backup Prod Support,B139,No,No,No
714947,Wave5,mmmsg_w_meev_nasa_start_box,BOX,mmmsg_w_meev_nasa_box,mmmsg,MGTI GL Backup Implement,B139,No,No,No
